# SAME DATA, one MECHANICAL filter applied and nothing else:
#   extension in .ts/.tsx/.mjs/.js/.jsx, and not *.d.ts
# That is an extension test, not a disposition. Tests, scripts/, infra/ and entrypoints are
# all still IN - I have not decided anything for you.
# Same calibration caveat: graphify under-reports call edges (renderViews at tools.ts:1005,:1075
# is called twice and the graph records zero). A 0 means 'no edge seen', not 'no caller exists'.
file	inbound_edges
packages/evals/src/prompts.test.mjs	0
packages/evals/src/props.test.mjs	0
packages/evals/src/provenance.test.mjs	0
packages/evals/src/providers.test.mjs	0
packages/evals/src/reasoning.test.mjs	0
packages/evals/src/report.mjs	0
packages/evals/src/roadmap.test.mjs	0
packages/evals/src/roblox-antipatterns.test.mjs	0
packages/evals/src/scripting-curriculum.test.mjs	0
packages/evals/src/security.test.mjs	0
packages/evals/src/selftest.mjs	0
packages/evals/src/semantic.test.mjs	0
packages/evals/src/transcript.test.mjs	0
packages/evals/src/visual-bench.mjs	0
packages/evals/tasks-visual/grade-visual.test.mjs	0
packages/training/src/build-dataset.test.mjs	0
packages/training/src/mlx-to-peft.test.mjs	0
playwright.config.ts	0
scripts/assert-tests.mjs	0
scripts/check-app-bundle.mjs	0
scripts/check-landing-budget.mjs	0
scripts/check-site-links.mjs	0
scripts/check-site-semantics.mjs	0
scripts/check-spark-figures.mjs	0
scripts/check-workspace-coverage.mjs	0
scripts/gate-check.mjs	0
scripts/gate-suite.mjs	0
scripts/gate-typecheck.mjs	0
tests/e2e/landing.spec.ts	0
tests/workspace-coverage.test.mjs	0
